sector,indicator,country,year,variable,value,unit
Macro,GDP per capita,SA,2017,historic,49.69990353,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,SA,2018,historic,49.89397354,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1990,historic,10.08258229,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1991,historic,9.736912483,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1992,historic,9.293850535,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1993,historic,9.18033027,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1994,historic,9.256818898,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1995,historic,9.343003917,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1996,historic,9.558985854,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1997,historic,9.637218328,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1998,historic,9.531350908,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,1999,historic,9.615637475,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2000,historic,9.879306978,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2001,historic,10.01166901,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2002,historic,10.25174308,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2003,historic,10.42569743,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2004,historic,10.76860201,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2005,historic,11.19740962,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2006,historic,11.67641054,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2007,historic,12.14445951,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2008,historic,12.36591222,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2009,historic,12.0074577,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2010,historic,12.19370207,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2011,historic,12.40362031,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2012,historic,12.47924609,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2013,historic,12.58582966,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2014,historic,12.61687223,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2015,historic,12.58400989,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2016,historic,12.47024196,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2017,historic,12.45668044,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,ZA,2018,historic,12.36440316,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1990,historic,11.83331388,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1991,historic,12.92162144,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1992,historic,13.57095398,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1993,historic,14.34090737,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1994,historic,15.49166586,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1995,historic,16.79725181,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1996,historic,17.89180043,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1997,historic,18.76881691,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1998,historic,17.58033426,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,1999,historic,19.40350206,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2000,historic,20.97354391,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2001,historic,21.77240111,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2002,historic,23.24768137,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2003,historic,23.79999926,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2004,historic,24.84643927,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2005,historic,25.7112468,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2006,historic,26.9428633,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2007,historic,28.32541025,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2008,historic,29.03936051,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2009,historic,29.14702985,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2010,historic,30.91649434,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2011,historic,31.89988301,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2012,historic,32.45224023,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2013,historic,33.20304378,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2014,historic,34.13473954,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2015,historic,34.93861956,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2016,historic,35.84896265,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2017,historic,36.8652554,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,KR,2018,historic,37.79324654,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1990,historic,49.53138096,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1991,historic,48.59595871,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1992,historic,48.04498934,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1993,historic,47.45337085,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1994,historic,47.57466297,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1995,historic,47.41320346,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1996,historic,47.38131014,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1997,historic,48.28104471,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1998,historic,49.56149209,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,1999,historic,50.23667261,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2000,historic,52.00438229,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2001,historic,52.42704584,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2002,historic,52.21260177,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2003,historic,51.88844834,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2004,historic,52.92574368,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2005,historic,54.1084768,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2006,historic,55.72993423,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2007,historic,57.41313547,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2008,historic,57.98976948,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2009,historic,56.03171122,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2010,historic,57.01367498,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2011,historic,57.2578881,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2012,historic,57.10434914,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2013,historic,57.43847035,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2014,historic,58.14878728,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2015,historic,58.27945069,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2016,historic,58.62515221,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2017,historic,59.03830037,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,CH,2018,historic,60.04244394,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1990,historic,11.61016216,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1991,historic,11.49786344,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1992,historic,11.88007694,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1993,historic,12.58479057,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1994,historic,11.80757187,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1995,historic,12.53694602,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1996,historic,13.24989602,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1997,historic,14.02980269,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1998,historic,14.12963826,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,1999,historic,13.44085013,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2000,historic,14.11738024,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2001,historic,13.07876401,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2002,historic,13.71610872,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2003,historic,14.27843138,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2004,historic,15.44019654,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2005,historic,16.61010061,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2006,historic,17.57022498,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2007,historic,18.23527597,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2008,historic,18.17089594,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2009,historic,17.09686362,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2010,historic,18.29005918,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2011,historic,20.01383956,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2012,historic,20.63317079,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2013,historic,22.00946069,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2014,historic,22.75585728,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2015,historic,23.74107247,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2016,historic,24.09848643,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2017,historic,25.4803976,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,TR,2018,historic,25.74600602,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1990,historic,302.4438822,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1991,historic,261.4596647,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1992,historic,222.7897977,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1993,historic,180.5214471,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1994,historic,131.7687964,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1995,historic,109.9107243,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1996,historic,94.0874388,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1997,historic,86.7470849,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1998,historic,80.80790931,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,1999,historic,76.4911265,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2000,historic,76.66119035,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2001,historic,79.44175865,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2002,historic,79.38036627,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2003,historic,81.47363094,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2004,historic,83.33257866,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2005,historic,76.10934694,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2006,historic,70.7877617,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2007,historic,65.4381262,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2008,historic,58.25217514,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2009,historic,44.46279489,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2010,historic,42.75171197,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2011,historic,43.08865623,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2012,historic,42.27103516,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2013,historic,42.00100197,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2014,historic,39.17955374,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2015,historic,35.1645941,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2016,historic,35.64552815,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2017,historic,36.03862289,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,AE,2018,historic,36.68481615,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1990,historic,4.065196,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1991,historic,4.100305981,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1992,historic,4.241193024,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1993,historic,4.30304789,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1994,historic,4.614922259,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1995,historic,4.947162253,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1996,historic,5.267474517,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1997,historic,5.743550494,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1998,historic,5.811357646,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,1999,historic,6.035557468,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2000,historic,6.752318141,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2001,historic,6.908522243,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2002,historic,7.138822986,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2003,historic,7.831976285,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2004,historic,8.647545924,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2005,historic,9.13057542,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2006,historic,10.08975517,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2007,historic,10.46517566,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2008,historic,10.84778647,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2009,historic,10.32103064,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2010,historic,10.52741429,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2011,historic,11.29949552,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2012,historic,11.84936258,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2013,historic,12.49400693,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2014,historic,13.09431042,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2015,historic,13.81565394,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2016,historic,14.29469518,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2017,historic,14.48087005,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,UA,2018,historic,14.76723555,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1990,historic,37.11929836,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1991,historic,36.72672527,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1992,historic,37.6577546,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1993,historic,38.31549181,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1994,historic,39.44739863,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1995,historic,40.05983296,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1996,historic,41.07979193,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1997,historic,42.37317441,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1998,historic,43.71515249,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,1999,historic,45.23854385,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2000,historic,46.57690274,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2001,historic,46.56304968,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2002,historic,46.93351903,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2003,historic,47.85390794,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2004,historic,49.24042671,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2005,historic,50.51439491,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2006,historic,51.47401651,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2007,historic,51.94268213,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2008,historic,51.37990328,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2009,historic,49.61523962,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2010,historic,50.44198555,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2011,historic,50.80132825,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2012,historic,51.53726028,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2013,historic,52.09568118,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2014,historic,52.99238083,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2015,historic,54.14441904,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2016,historic,54.62904099,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2017,historic,55.48481908,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,US,2018,historic,56.71905898,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1990,historic,32.01617112,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1991,historic,33.46670441,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1992,historic,33.9090561,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1993,historic,33.39049204,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1994,historic,34.03987393,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1995,historic,34.50087724,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1996,historic,34.70393035,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1997,historic,35.31285381,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1998,historic,36.0103997,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,1999,historic,36.73172638,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2000,historic,37.81464697,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2001,historic,38.43075988,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2002,historic,38.39246964,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2003,historic,38.08289981,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2004,historic,38.51331351,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2005,historic,38.80627861,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2006,historic,40.30663907,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2007,historic,41.72039781,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2008,historic,42.2822711,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2009,historic,39.98827101,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2010,historic,41.65733414,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2011,historic,43.16670241,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2012,historic,43.31640178,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2013,historic,43.42029281,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2014,historic,44.21567252,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2015,historic,44.79919444,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2016,historic,45.57724923,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2017,historic,46.29867419,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,DE,2018,historic,46.69531342,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1990,historic,30.83756435,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1991,historic,31.02570456,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1992,historic,31.3930458,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1993,historic,31.07433857,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1994,historic,31.68745999,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1995,historic,32.23480421,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1996,historic,32.57184966,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1997,historic,33.2133952,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1998,historic,34.2736883,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,1999,historic,35.28924706,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2000,historic,36.48079208,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2001,historic,36.97326638,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2002,historic,37.13092944,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2003,historic,37.15812611,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2004,historic,37.92860318,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2005,historic,38.29311601,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2006,historic,38.98305826,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2007,historic,39.69576859,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2008,historic,39.57947662,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2009,historic,38.23712835,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2010,historic,38.77384155,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2011,historic,39.40925317,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2012,historic,39.31996004,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2013,historic,39.34275042,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2014,historic,39.5333025,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2015,historic,39.81224099,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2016,historic,40.1149323,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2017,historic,40.91095509,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,FR,2018,historic,41.52184727,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1990,historic,31.5326498,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1991,historic,31.99539814,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1992,historic,32.23003864,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1993,historic,31.92595613,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1994,historic,32.60361005,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1995,historic,33.56778454,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1996,historic,34.06464173,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1997,historic,34.78835739,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1998,historic,35.45079144,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,1999,historic,36.05913919,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2000,historic,37.37286414,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2001,historic,37.91282155,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2002,historic,37.80275438,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2003,historic,37.60867185,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2004,historic,37.95056675,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2005,historic,38.09221334,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2006,historic,38.68306261,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2007,historic,39.1160648,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2008,historic,38.59072724,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2009,historic,36.36191125,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2010,historic,36.83829256,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2011,historic,36.88665844,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2012,historic,35.67297362,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2013,historic,34.88905619,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2014,historic,34.78833504,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2015,historic,35.01190151,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2016,historic,35.35429621,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2017,historic,35.94342223,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,IT,2018,historic,36.27966105,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1990,historic,27.21995159,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1991,historic,26.85032869,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1992,historic,26.87711621,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1993,historic,27.48137904,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1994,historic,28.47214047,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1995,historic,29.08608234,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1996,historic,29.73055054,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1997,historic,30.90386897,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1998,historic,31.82583518,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,1999,historic,32.73346957,thoUSnd USD2012 (PPP) / cap
Macro,GDP per capita,GB,2000,historic,33.74468103,thoUSnd USD2012 (PPP) / cap
